original,translated,fuel,machine,others,part,price,service,clean_sentence
"Toyota Fortuner adalah kendaraan yang benar-benar di atas harapan . Setelah beberapa lama menggunakan nya , konsumsi bahan bakar kendaraan ini cukup baik dan bisa diandalkan ."," toyota fortuner inggih punika kendaraan ingkang saestu ing inggil pangajeng-ajeng . sasampunipun pinten-pinten lami nganggenipun , konsumsi bahan besmi kendaraan puniki cekap sae  lan saged dipunandelaken.",positive,neutral,positive,neutral,neutral,neutral,toyota fortuner inggih punika kendara ingkang saestu ing inggil pangajengajeng sasampunipun pintenpinten lam nganggenipun konsumsi bahan besmi kendara puniki cekap sae lan saged dipunandelaken
Jazz enak . tetapi mahal harga dan perawatan gila .,jazz eca  . nanging awis  regi  lan perawatan ewah .,neutral,neutral,positive,neutral,negative,negative,jazz eca nanging awis regi lan awat ewah
gue enggak menyangka xpander bisa sebagus ini .,kula mboten nyana     xpander saged sebagus puniki .,neutral,neutral,positive,neutral,neutral,neutral,kula mboten nyana xpander saged bagus puniki
fortuner sempit di belakang kalau pajero luas duduk nya ga mentok,fortuner ripak  ing wingking menawi pajero wiyar lenggahipun mboten mentok,neutral,neutral,neutral,positive,neutral,neutral,fortuner ripak ing wingking menawi pajero wiyar lenggahipun mboten mentok
"mesin 3SZ - VE 1500 cc ini memang lebih pas di badan Avanza , bertenaga namun efisien","mesin 3sz -ve 1500 cc puniki estu   langkung pas ing badan avanza , bertenaga nanging efisien",neutral,positive,neutral,neutral,neutral,neutral,mesin sz ve cc puniki estu langkung pas ing badan avanza tenaga nanging efisien
ane tetep megang mobilio daripada avanza . . ga enak banget avanza .. rasa berkendara nya enakan mobilio ..,.ane tetep megang mobilio daripada avanza .. mboten eca  sanget avanza .. raos berkendaranipun enakan mobilio .,neutral,neutral,positive,neutral,neutral,neutral,ane tetep megang mobilio daripada avanza mboten eca sanget avanza raos berkendaranipun enak mobilio
Saya juga pakai hrv om . impresi nya sangat luar biasa dan enak banget dikendarai baik dalam dan luar kota hrv terbaik,kula ugi  angge hrv om . impresinipun  luar biasa sanget lan eca  sanget dikendarai nggih lebet lan jawining kitha hrv paling sae,neutral,neutral,positive,neutral,neutral,neutral,kula ugi angge hrv om impresinipun luar biasa sanget lan eca sanget kendara nggih lebet lan jawining kitha hrv paling sae
"Kenapa saya suka dengan mobil Avanza , karena selain nyaman mobil ini mesin nya juga terpelihara dan terjaga . Jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet ."," kenging punapa kula remen kaliyan mobil avanza , amargi kejawi nyaman mobil puniki mesinipun ugi keingah lan melek . dados menawi kita badhe  kesah dhateng jawining kitha utawi kesah tebih mesinipun tetep awet .",neutral,positive,positive,neutral,neutral,neutral,kenging punapa kula remen kaliyan mobil avanza amargi jawi nyaman mobil puniki mesin ugi keingah lan melek dados menawi kita badhe kesah dhateng jawining kitha utawi kesah tebih mesin tetep awet
Toyota Rush irit,Toyota Rush irit,positive,neutral,neutral,neutral,neutral,neutral,toyota rush irit
Mending Calya harga stabil,mending calya regi  stabil,neutral,neutral,neutral,neutral,positive,neutral,mending calya regi stabil
sebagai jiwa petualang saya yakin beli brio karena lincah kalau untuk lari,dados   jiwa petualang kula saestu tumbas brio amargi lincah menawi kangge plajeng,neutral,positive,neutral,neutral,neutral,neutral,dados jiwa tualang kula saestu tumbas brio amargi lincah menawi kangge plajeng
"Wuling confero , mesin gardan oke dan mantap , mesin andal di kelas nya ,"," ,wuling confero , mesin gardan oke lan mantep , mesin andal ing kelasipun",neutral,positive,neutral,neutral,neutral,neutral,wuling confero mesin gardan oke lan mantep mesin andal ing kelasi
@hondajazz_id pelayanan bengkel honda pluit jelek,hondajazz_id pelayanan bengkel honda pluit awon,neutral,neutral,neutral,neutral,neutral,negative,hondajazzid layan bengkel honda pluit awon
"grand livina cuma menang di interior, mesin tetap kalah.","grand livina naming menang ing interior, mesin tetep kawon .",neutral,negative,neutral,positive,neutral,neutral,grand livina naming menang ing interior mesin tetep kawon
"tapi mazda kadang mahal , harga purnajual enggak seberapa","nanging mazda kadhang awis  , regi  purnajual mboten sapinten",neutral,neutral,neutral,neutral,negative,neutral,nanging mazda kadhang awis regi purnajual mboten sapinten
layanan Purnajual Toyota Dinilai Paling Memuaskan,layanan purnajual toyota dipun-biji paling maremaken,neutral,neutral,neutral,neutral,neutral,positive,layan purnajual toyota dipunbiji paling maremaken
Gue punya selis sudah 4 tahun. masih awet. batre sama kontroler nya enggak pernah masalah.,kula gadhah selis sampun 4 warsa. taksih awet. batre sami kontroleripun mboten nate masalah .,neutral,neutral,positive,positive,neutral,neutral,kula gadhah sel sampun warsa taksih awet batre sami kontroleripun mboten nate masalah
avanza bahan bakar nya boros banget,avanza bahan bakaripun   boros sanget,negative,neutral,neutral,neutral,neutral,neutral,avanza bahan bakar boros sanget
"Lagi mikir , mobil murah dan perawatan mudah kan Avanza , tapi kok gak ada perusahaan taksi yang pake ya ? Kan enak penumpang nya bisa 6 orang .","malih manah , mobil mirah lan perawatan gampil kan avanza , nanging koh mboten wonten perusahaan taksi ingkang angge nggih ? kan eca penumpangipun saged 6 tiyang .",neutral,neutral,neutral,neutral,positive,positive,malih manah mobil mirah lan awat gampil kan avanza nanging koh mboten wonten usaha taksi ingkang angge nggih kan eca tumpang saged tiyang
"Enggak semua bengkel AHASS HONDA servis nya keren , motor gue servis dicsitu malah sama saja kayak enggak diservis ! Udah mahal ! Payah lagi !","mboten sedaya bengkel ahass honda servisipun   keren , motor kula servis dicsitu malah sami mawon kados mboten diservis ! empun awis  ! payah malih !",neutral,neutral,neutral,neutral,neutral,negative,mboten daya bengkel ahass honda servis keren motor kula servis dicsitu malah sami mawon kados mboten servis empun awis payah malih
Avanza mobil yang cocok adalah yang irit,avanza mobil ingkang cocok inggih punika ingkang irit,positive,neutral,neutral,neutral,neutral,neutral,avanza mobil ingkang cocok inggih punika ingkang irit
Alhamdulillah saya tidak salah pilih memilih kendaraan buat usaha selain dari tenaga nya yang lumayan kencang vario 125 kokoh buat bawa beban banyak dan irit sangat bbm - nya,alhamdulillah kula mboten lepat pilih milih   kendaraan damel usaha kejawi saking tenaganipun  ingkang lumayan kenceng vario 125 kokoh damel bekta beban kathah lan irit bbm sanget ipun,positive,positive,positive,neutral,neutral,neutral,alhamdulillah kula mboten lepat pilih milih kendara damel usaha jawi saking tenaganipun ingkang lumayan kenceng vario kokoh damel bekta beban kathah lan irit bbm sanget ipun
fortuner ini mobil yang paling gagah dan elegan di kelas nya,fortuner puniki mobil ingkang paling gagah lan elegan ing kelasipun,neutral,neutral,positive,neutral,neutral,neutral,fortuner puniki mobil ingkang paling gagah lan elegan ing kelasi
Mobil lmpv paling enak mesin dan handling nya .. sayang fitur nya nanggung banget belum ada smartkey,mobil lmpv paling eca  mesin lan handlingipun   .. sayang fituripun   nanggung sanget dereng wonten smartkey,neutral,positive,neutral,negative,neutral,neutral,mobil lmpv paling eca mesin lan handlingipun sayang fituripun nanggung sanget dereng wonten smartkey
pajero lah yg menang soal nya dia hemat karena solar Dan lebih nyaman,pajero lah ingkang menang soalipun   piyambakipun hemat amargi solar lan langkung nyaman,positive,neutral,positive,neutral,neutral,neutral,pajero lah ingkang menang soal piyambakipun hemat amargi solar lan langkung nyaman
"Beat 2010 merupakan varian beat terbaik di kelas nya dengan tampilan sporty dan aeorodinamis yang baik sehingga sangat lincah di jalanan sewaktu merangsek di kemacetan , lagi pilihan warna juga desain sangat cocok untuk muda di semua gender .","beat 2010 inggih punika varian beat paling sae ing kelasipun kaliyan tampilan sporty lan aeorodinamis ingkang sae  mila lincah sanget ing ratanan sawekdal merangsek ing kemacetan , malih pilihan warni ugi desain cocok sanget kangge enem ing sedaya gender .",neutral,positive,positive,positive,neutral,neutral,beat inggih punika varian beat paling sae ing kelasi kaliyan tampil sporty lan aeorodinamis ingkang sae mila lincah sanget ing ratanan sawekdal merangsek ing macet malih pilih warni ugi desain cocok sanget kangge enem ing daya gender
mobilio memang paling enak buat low mpv,mobilio estu   paling eca  damel low mpv,neutral,neutral,positive,neutral,neutral,neutral,mobilio estu paling eca damel low mpv
Saya lebih suka fortuner dibandingkan pajero,kula langkung remen fortuner dipunbandingaken pajero,neutral,neutral,negative,neutral,neutral,neutral,kula langkung remen fortuner dipunbandingaken pajero
Calya bagus cantik irit dan terjangkau,Calya bagus cantik irit dan terjangkau,positive,neutral,neutral,positive,positive,neutral,calya bagus cantik irit dan jangkau
Xeli lumayan irit bbm 1:9 dalam kota ( belum pernah bawa ke luar kota ) .,xeli lumayan irit bbm 1:9 lebeting kitha ( dereng nate   bekta dhateng jawining kitha ).,positive,neutral,neutral,neutral,neutral,neutral,xeli lumayan irit bbm lebeting kitha dereng nate bekta dhateng jawining kitha
Gw sih pilih fortuner karena enteng klo di jalan jelek,gw sih pilih fortuner amargi enteng menawi ing ratan awon,neutral,neutral,positive,neutral,neutral,neutral,gw sih pilih fortuner amargi enteng menawi ing rat awon
"mobilio oke banget secara keseluruhan, tapi buat pilihan warna nya gak menarik","mobilio oke sanget kaliyan sedayanipun, nanging damel pilihan warnanipun  mboten menarik",neutral,neutral,positive,negative,neutral,neutral,mobilio oke sanget kaliyan sedayanipun nanging damel pilih warnanipun mboten tarik
jazz jauh lebih praktis dipake kalo dibanding brio,jazz tebih langkung praktis dipake menawi dipunbanding brio,neutral,neutral,negative,neutral,neutral,neutral,jazz tebih langkung praktis dipake menawi dipunbanding brio
si xexi tarikan oke . lari 120 di cipularang oke saja itu .,si xexi tarikan oke . plajeng 120 ing cipularang oke mawon puniku .,neutral,positive,neutral,neutral,neutral,neutral,si xexi tari oke plajeng ing cipularang oke mawon pun
jarang-jarang loh ada after sales service yang sebagus nissan,awis-awis     loh wonten after sales service ingkang sebagus nissan,neutral,neutral,neutral,neutral,neutral,positive,awisawis loh wonten after sales service ingkang bagus nissan
keseluruhan mobil Wuling confero S 1.5 L Lux+ ini direkomendasikan banget ., sedayanipun mobil wuling confero s 1.5 l lux+ puniki direkomendasikan sanget.,neutral,neutral,positive,neutral,neutral,neutral,sedayanipun mobil wuling confero s l lux puniki rekomendasi sanget
Mesin diesel yg paling kondang sampai ke kampung kampung ya Mitsubishi,mesin diesel ingkang paling kondang dumugi dhateng kampung kampung nggih mitsubishi,neutral,positive,neutral,neutral,neutral,neutral,mesin diesel ingkang paling kondang dumugi dhateng kampung kampung nggih mitsubishi
sangat berkesan dengan Avanza karena harga nya yang murah dibanding dengan mobil sekelas nya ( saya beli bekas ) .,.berkesan sanget kaliyan avanza amargi reginipun   ingkang mirah dipunbanding kaliyan mobil sekelasipun   ( kula tumbas bekas ),neutral,neutral,neutral,neutral,positive,neutral,kesan sanget kaliyan avanza amargi reginipun ingkang mirah dipunbanding kaliyan mobil kelas kula tumbas bekas
mobilio bagus banget design body nya juga oke banget,mobilio sae   sanget design bodyipun   ugi  oke sanget,neutral,neutral,positive,positive,neutral,neutral,mobilio sae sanget design bodyipun ugi oke sanget
Pajero sport mobil impian gue bro keren nya gak ada yang bisa ngalahin,pajero sport mobil supena kula bro kerenipun   mboten wonten ingkang saged ngalahin,neutral,neutral,positive,neutral,neutral,neutral,pajero sport mobil supena kula bro keren mboten wonten ingkang saged ngalahin
Fortuner tampang sih keren tp power nya letoy bos,fortuner tampang sih keren tp poweripun letoy bos,neutral,negative,neutral,positive,neutral,neutral,fortuner tampang sih keren tp poweripun letoy bos
Honda Beat luar biasa . Mesin nya bandel . Enggak pernah mogok sekalipun .,honda beat luar biasa . mesinipun   bandel . mboten nate   mogok sapisana.,neutral,positive,positive,neutral,neutral,neutral,honda beat luar biasa mesin bandel mboten nate mogok sapisana
"pilihan ku enggak salah , terios ini mobil direkomendasikan banget ."," pilihan kula  mboten lepat , terios puniki mobil direkomendasikan sanget.",neutral,neutral,positive,neutral,neutral,neutral,pilih kula mboten lepat terios puniki mobil rekomendasi sanget
Daihatsu Ayla tuh yang lebih murah dan irit mah .,daihatsu ayla niku ingkang langkung mirah lan irit mah .,positive,neutral,neutral,neutral,positive,neutral,daihatsu ayla niku ingkang langkung mirah lan irit mah
"sudah 3 tahun saya pakai Honda Vario , sangat nyaman dipakai dan pasti nya irit",sampun 3 warsa kula angge honda vario ,positive,neutral,positive,neutral,neutral,neutral,sampun warsa kula angge honda vario
secara keseluruhan sih vario lebih bagus daripada mio,kaliyan sedayanipun sih vario langkung sae   daripada mio,neutral,neutral,negative,neutral,neutral,neutral,kaliyan sedayanipun sih vario langkung sae daripada mio
"ternyata GPS bawaan xenia nya enggak mengecewakan , anak-anak senang . Lumayan pintar lah , kalau saya bohongi rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil .",kasunyatanipun gps bektan xenianipun  mboten nguciwakaken ,neutral,neutral,neutral,positive,neutral,neutral,kasunyatanipun gps bektan xenianipun mboten nguciwakaken
Mobil Honda semuanya punya tempat penyimpanan yang banyak,mobil honda sedayanipun gadhah papan  penyimpanan ingkang kathah,neutral,neutral,neutral,positive,neutral,neutral,mobil honda sedayanipun gadhah papan simpan ingkang kathah
sampai saat ini tingkat kenyamanan calya tidak ada yang menandingi ., dumugi wekdal puniki tingkat kenyamanan calya mboten wonten ingkang menandingi.,neutral,neutral,positive,neutral,neutral,neutral,dumugi wekdal puniki tingkat nyaman calya mboten wonten ingkang tanding
"Untuk yang keseharian nya selalu menggunakan kendaraan , motor honda scoopy sangat cocok untuk anda , body yang elegan bahan bakar yang irit dan motor yang nyaman saat dikendarai sangat cocok untuk semua kalangan ;)",kangge ingkang sadinten-dintenipun tansah ngangge kendaraan ,positive,neutral,positive,positive,neutral,neutral,kangge ingkang sadintendintenipun tansah ngangge kendara
Calya ini mobil jelek pelan pula untuk apa dibeli,calya puniki mobil awon  alon  ugi  kangge punapa dipuntumbas,neutral,neutral,negative,neutral,neutral,neutral,calya puniki mobil awon alon ugi kangge punapa dipuntumbas
"Pas lihat tadi Suzuki Baleno 2017 ini di GIIAS lumayan banget buat harga segitu , murah .", pas tingal kala-wau suzuki baleno 2017 puniki ing giias lumayan sanget damel regi  semriku ,neutral,neutral,neutral,neutral,positive,neutral,pas tingal kalawau suzuki baleno puniki ing giias lumayan sanget damel regi semriku
