original,translated,fuel,machine,others,part,price,service
"xpander memang oke , enak saja menanjak 6 orang dalam mobil .","xpander estu   oke , eca  mawon menanjak 6 tiyang lebeting mobil",neutral,neutral,positive,neutral,neutral,neutral
"All new Avanza punya rasio gigi lebih halus . kabin lebih lega , buat baris 1 - 2 .","all new avanza gadhah rasio untu langkung lembat . kabin langkung lega , damel baris 1 -2 .",neutral,neutral,neutral,positive,neutral,neutral
"nmax lebar sih . cuma Honda kalau soal servis masih lebih aman ,",nmax wiyar sih . naming honda menawi soal servis taksih langkung aman,neutral,neutral,neutral,positive,neutral,positive
Masih nyaman Pajero karna Pajero lebih banyak peminat nya dari pada Fortuner,taksih nyaman pajero amargi pajero langkung kathah peminatipun daripada fortuner,neutral,neutral,negative,neutral,neutral,neutral
"4 tahun pakai Altis , irit bbm banget apalagi buat luar kota","4 warsa angge altis , irit bbm sanget punapa malih damel jawining kitha",positive,neutral,neutral,neutral,neutral,neutral
Sudah 4 tahun lebih pakai mobil Honda ini . benar-benar mantap ! Pantas jadi MOBIL SEJUTA UMAT nya sedunia . Tidak pernah mengalami masalah sama sekali .,sampun 4 warsa langkung angge mobil honda puniki . saestu mantep ! patut  dados mobil sayuta umatipun sedunia . mboten nate   ngalami  masalah babar pisan .,neutral,neutral,positive,neutral,neutral,neutral
"Gue cuma punya setahun Grand Livina, cuma dipakai ke Bali, tenaga nya lemot banget.","kula naming gadhah sawarsa grand livina, naming dipunangge dhateng bali, tenaganipun  lemot sanget.",neutral,positive,neutral,neutral,neutral,neutral
"Tetapi menurut saya honda masih terlalu pelit untuk ac - nya ,",nanging midherek kula honda taksih sanget-sanget pelit kangge ac ipun,neutral,neutral,neutral,negative,neutral,neutral
Toyota Avanza versi terbaru pun menghadirkan pedal gas yang lebih ringan untuk diinjak sehingga anda bisa memperoleh tingkat kenyamanan lebih mudah .,toyota avanza versi paling enggal nggih ndugikaken pedal gas ingkang langkung ringan kangge dipunpidak mila sampeyan saged angsal tingkat kenyamanan langkung gampil .,neutral,neutral,neutral,positive,neutral,neutral
Wah bengkel toyota pelayanan nya bagus banget nih . ini sih nunggu berjam-jam di bengkel juga gak bakal bosen kalo semuanya disediain di sini :D,wah bengkel toyota pelayananipun   sae   sanget niki . puniki sih ngentosi berjam-jam ing bengkel ugi  mboten badhe bosen menawi sedayanipun disediain ing ngriki :D,neutral,neutral,neutral,neutral,neutral,positive
jazz tarikan nya jauh lebih halus daripada brio,jazz tarikanipun   tebih langkung lembat daripada brio,neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner adalah kendaraan yang benar-benar di atas harapan . Setelah beberapa lama menggunakan nya , konsumsi bahan bakar kendaraan ini cukup baik dan bisa diandalkan ."," toyota fortuner inggih punika kendaraan ingkang saestu ing inggil pangajeng-ajeng . sasampunipun pinten-pinten lami nganggenipun , konsumsi bahan besmi kendaraan puniki cekap sae  lan saged dipunandelaken.",positive,neutral,positive,neutral,neutral,neutral
Jazz enak . tetapi mahal harga dan perawatan gila .,jazz eca  . nanging awis  regi  lan perawatan ewah .,neutral,neutral,positive,neutral,negative,negative
gue enggak menyangka xpander bisa sebagus ini .,kula mboten nyana     xpander saged sebagus puniki .,neutral,neutral,positive,neutral,neutral,neutral
fortuner sempit di belakang kalau pajero luas duduk nya ga mentok,fortuner ripak  ing wingking menawi pajero wiyar lenggahipun mboten mentok,neutral,neutral,neutral,positive,neutral,neutral
"mesin 3SZ - VE 1500 cc ini memang lebih pas di badan Avanza , bertenaga namun efisien","mesin 3sz -ve 1500 cc puniki estu   langkung pas ing badan avanza , bertenaga nanging efisien",neutral,positive,neutral,neutral,neutral,neutral
ane tetep megang mobilio daripada avanza . . ga enak banget avanza .. rasa berkendara nya enakan mobilio ..,.ane tetep megang mobilio daripada avanza .. mboten eca  sanget avanza .. raos berkendaranipun enakan mobilio .,neutral,neutral,positive,neutral,neutral,neutral
Saya juga pakai hrv om . impresi nya sangat luar biasa dan enak banget dikendarai baik dalam dan luar kota hrv terbaik,kula ugi  angge hrv om . impresinipun  luar biasa sanget lan eca  sanget dikendarai nggih lebet lan jawining kitha hrv paling sae,neutral,neutral,positive,neutral,neutral,neutral
"Kenapa saya suka dengan mobil Avanza , karena selain nyaman mobil ini mesin nya juga terpelihara dan terjaga . Jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet ."," kenging punapa kula remen kaliyan mobil avanza , amargi kejawi nyaman mobil puniki mesinipun ugi keingah lan melek . dados menawi kita badhe  kesah dhateng jawining kitha utawi kesah tebih mesinipun tetep awet .",neutral,positive,positive,neutral,neutral,neutral
Toyota Rush irit,Toyota Rush irit,positive,neutral,neutral,neutral,neutral,neutral
Mending Calya harga stabil,mending calya regi  stabil,neutral,neutral,neutral,neutral,positive,neutral
sebagai jiwa petualang saya yakin beli brio karena lincah kalau untuk lari,dados   jiwa petualang kula saestu tumbas brio amargi lincah menawi kangge plajeng,neutral,positive,neutral,neutral,neutral,neutral
"Wuling confero , mesin gardan oke dan mantap , mesin andal di kelas nya ,"," ,wuling confero , mesin gardan oke lan mantep , mesin andal ing kelasipun",neutral,positive,neutral,neutral,neutral,neutral
@hondajazz_id pelayanan bengkel honda pluit jelek,hondajazz_id pelayanan bengkel honda pluit awon,neutral,neutral,neutral,neutral,neutral,negative
"grand livina cuma menang di interior, mesin tetap kalah.","grand livina naming menang ing interior, mesin tetep kawon .",neutral,negative,neutral,positive,neutral,neutral
"tapi mazda kadang mahal , harga purnajual enggak seberapa","nanging mazda kadhang awis  , regi  purnajual mboten sapinten",neutral,neutral,neutral,neutral,negative,neutral
layanan Purnajual Toyota Dinilai Paling Memuaskan,layanan purnajual toyota dipun-biji paling maremaken,neutral,neutral,neutral,neutral,neutral,positive
Gue punya selis sudah 4 tahun. masih awet. batre sama kontroler nya enggak pernah masalah.,kula gadhah selis sampun 4 warsa. taksih awet. batre sami kontroleripun mboten nate masalah .,neutral,neutral,positive,positive,neutral,neutral
avanza bahan bakar nya boros banget,avanza bahan bakaripun   boros sanget,negative,neutral,neutral,neutral,neutral,neutral
"Lagi mikir , mobil murah dan perawatan mudah kan Avanza , tapi kok gak ada perusahaan taksi yang pake ya ? Kan enak penumpang nya bisa 6 orang .","malih manah , mobil mirah lan perawatan gampil kan avanza , nanging koh mboten wonten perusahaan taksi ingkang angge nggih ? kan eca penumpangipun saged 6 tiyang .",neutral,neutral,neutral,neutral,positive,positive
"Enggak semua bengkel AHASS HONDA servis nya keren , motor gue servis dicsitu malah sama saja kayak enggak diservis ! Udah mahal ! Payah lagi !","mboten sedaya bengkel ahass honda servisipun   keren , motor kula servis dicsitu malah sami mawon kados mboten diservis ! empun awis  ! payah malih !",neutral,neutral,neutral,neutral,neutral,negative
Avanza mobil yang cocok adalah yang irit,avanza mobil ingkang cocok inggih punika ingkang irit,positive,neutral,neutral,neutral,neutral,neutral
Alhamdulillah saya tidak salah pilih memilih kendaraan buat usaha selain dari tenaga nya yang lumayan kencang vario 125 kokoh buat bawa beban banyak dan irit sangat bbm - nya,alhamdulillah kula mboten lepat pilih milih   kendaraan damel usaha kejawi saking tenaganipun  ingkang lumayan kenceng vario 125 kokoh damel bekta beban kathah lan irit bbm sanget ipun,positive,positive,positive,neutral,neutral,neutral
fortuner ini mobil yang paling gagah dan elegan di kelas nya,fortuner puniki mobil ingkang paling gagah lan elegan ing kelasipun,neutral,neutral,positive,neutral,neutral,neutral
Mobil lmpv paling enak mesin dan handling nya .. sayang fitur nya nanggung banget belum ada smartkey,mobil lmpv paling eca  mesin lan handlingipun   .. sayang fituripun   nanggung sanget dereng wonten smartkey,neutral,positive,neutral,negative,neutral,neutral
pajero lah yg menang soal nya dia hemat karena solar Dan lebih nyaman,pajero lah ingkang menang soalipun   piyambakipun hemat amargi solar lan langkung nyaman,positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 merupakan varian beat terbaik di kelas nya dengan tampilan sporty dan aeorodinamis yang baik sehingga sangat lincah di jalanan sewaktu merangsek di kemacetan , lagi pilihan warna juga desain sangat cocok untuk muda di semua gender .","beat 2010 inggih punika varian beat paling sae ing kelasipun kaliyan tampilan sporty lan aeorodinamis ingkang sae  mila lincah sanget ing ratanan sawekdal merangsek ing kemacetan , malih pilihan warni ugi desain cocok sanget kangge enem ing sedaya gender .",neutral,positive,positive,positive,neutral,neutral
mobilio memang paling enak buat low mpv,mobilio estu   paling eca  damel low mpv,neutral,neutral,positive,neutral,neutral,neutral
Saya lebih suka fortuner dibandingkan pajero,kula langkung remen fortuner dipunbandingaken pajero,neutral,neutral,negative,neutral,neutral,neutral
Calya bagus cantik irit dan terjangkau,Calya bagus cantik irit dan terjangkau,positive,neutral,neutral,positive,positive,neutral
Xeli lumayan irit bbm 1:9 dalam kota ( belum pernah bawa ke luar kota ) .,xeli lumayan irit bbm 1:9 lebeting kitha ( dereng nate   bekta dhateng jawining kitha ).,positive,neutral,neutral,neutral,neutral,neutral
Gw sih pilih fortuner karena enteng klo di jalan jelek,gw sih pilih fortuner amargi enteng menawi ing ratan awon,neutral,neutral,positive,neutral,neutral,neutral
"mobilio oke banget secara keseluruhan, tapi buat pilihan warna nya gak menarik","mobilio oke sanget kaliyan sedayanipun, nanging damel pilihan warnanipun  mboten menarik",neutral,neutral,positive,negative,neutral,neutral
jazz jauh lebih praktis dipake kalo dibanding brio,jazz tebih langkung praktis dipake menawi dipunbanding brio,neutral,neutral,negative,neutral,neutral,neutral
si xexi tarikan oke . lari 120 di cipularang oke saja itu .,si xexi tarikan oke . plajeng 120 ing cipularang oke mawon puniku .,neutral,positive,neutral,neutral,neutral,neutral
jarang-jarang loh ada after sales service yang sebagus nissan,awis-awis     loh wonten after sales service ingkang sebagus nissan,neutral,neutral,neutral,neutral,neutral,positive
keseluruhan mobil Wuling confero S 1.5 L Lux+ ini direkomendasikan banget ., sedayanipun mobil wuling confero s 1.5 l lux+ puniki direkomendasikan sanget.,neutral,neutral,positive,neutral,neutral,neutral
Mesin diesel yg paling kondang sampai ke kampung kampung ya Mitsubishi,mesin diesel ingkang paling kondang dumugi dhateng kampung kampung nggih mitsubishi,neutral,positive,neutral,neutral,neutral,neutral
sangat berkesan dengan Avanza karena harga nya yang murah dibanding dengan mobil sekelas nya ( saya beli bekas ) .,.berkesan sanget kaliyan avanza amargi reginipun   ingkang mirah dipunbanding kaliyan mobil sekelasipun   ( kula tumbas bekas ),neutral,neutral,neutral,neutral,positive,neutral
mobilio bagus banget design body nya juga oke banget,mobilio sae   sanget design bodyipun   ugi  oke sanget,neutral,neutral,positive,positive,neutral,neutral
Pajero sport mobil impian gue bro keren nya gak ada yang bisa ngalahin,pajero sport mobil supena kula bro kerenipun   mboten wonten ingkang saged ngalahin,neutral,neutral,positive,neutral,neutral,neutral
Fortuner tampang sih keren tp power nya letoy bos,fortuner tampang sih keren tp poweripun letoy bos,neutral,negative,neutral,positive,neutral,neutral
Honda Beat luar biasa . Mesin nya bandel . Enggak pernah mogok sekalipun .,honda beat luar biasa . mesinipun   bandel . mboten nate   mogok sapisana.,neutral,positive,positive,neutral,neutral,neutral
"pilihan ku enggak salah , terios ini mobil direkomendasikan banget ."," pilihan kula  mboten lepat , terios puniki mobil direkomendasikan sanget.",neutral,neutral,positive,neutral,neutral,neutral
Daihatsu Ayla tuh yang lebih murah dan irit mah .,daihatsu ayla niku ingkang langkung mirah lan irit mah .,positive,neutral,neutral,neutral,positive,neutral
"sudah 3 tahun saya pakai Honda Vario , sangat nyaman dipakai dan pasti nya irit",sampun 3 warsa kula angge honda vario ,positive,neutral,positive,neutral,neutral,neutral
secara keseluruhan sih vario lebih bagus daripada mio,kaliyan sedayanipun sih vario langkung sae   daripada mio,neutral,neutral,negative,neutral,neutral,neutral
"ternyata GPS bawaan xenia nya enggak mengecewakan , anak-anak senang . Lumayan pintar lah , kalau saya bohongi rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil .",kasunyatanipun gps bektan xenianipun  mboten nguciwakaken ,neutral,neutral,neutral,positive,neutral,neutral
Mobil Honda semuanya punya tempat penyimpanan yang banyak,mobil honda sedayanipun gadhah papan  penyimpanan ingkang kathah,neutral,neutral,neutral,positive,neutral,neutral
sampai saat ini tingkat kenyamanan calya tidak ada yang menandingi ., dumugi wekdal puniki tingkat kenyamanan calya mboten wonten ingkang menandingi.,neutral,neutral,positive,neutral,neutral,neutral
"Untuk yang keseharian nya selalu menggunakan kendaraan , motor honda scoopy sangat cocok untuk anda , body yang elegan bahan bakar yang irit dan motor yang nyaman saat dikendarai sangat cocok untuk semua kalangan ;)",kangge ingkang sadinten-dintenipun tansah ngangge kendaraan ,positive,neutral,positive,positive,neutral,neutral
Calya ini mobil jelek pelan pula untuk apa dibeli,calya puniki mobil awon  alon  ugi  kangge punapa dipuntumbas,neutral,neutral,negative,neutral,neutral,neutral
"Pas lihat tadi Suzuki Baleno 2017 ini di GIIAS lumayan banget buat harga segitu , murah .", pas tingal kala-wau suzuki baleno 2017 puniki ing giias lumayan sanget damel regi  semriku ,neutral,neutral,neutral,neutral,positive,neutral
"Saya lihat bodi mobilio sangat tipis dan rentan penyok , di jalanan banyak yang bodi nya penyok",kula tingal bodi mobilio tipis sanget lan rentan penyok ,neutral,neutral,neutral,negative,neutral,neutral
jazz lebih bandel kalo dibanding brio,jazz langkung bandel menawi dipunbanding brio,neutral,negative,neutral,neutral,neutral,neutral
"Payah nih bengkel mitsubishi PT Wicaksana Berlian Motor , dijanjiin servis sama operator nya tapi pas datang , bengkel nya ternyata libur",payah niki bengkel mitsubishi pt wicaksana berlian motor ,neutral,neutral,neutral,neutral,neutral,negative
dibuat bermanuver tajam juga masih tetep oke si honda brio ini,dipundamel bermanuver landhep ugi  taksih tetep oke si honda brio puniki,neutral,positive,neutral,neutral,neutral,neutral
Yang pertama Li biru dlx+ tahun 2004 AXIC - 1308 . Mobil mantap . Dibawa keliling pulau jawa tanpa ada masalah . baik-baik saja . Lewat tanjakan asoy pula .,ingkang pertami li biru dlx+ warsa 2004 axic -1308 . mobil mantep . dipunbekta keliling pulo  jawi tanpa wonten masalah . sae-sae   mawon . langkung inggah-inggah asoy ugi  .,neutral,neutral,positive,neutral,neutral,neutral
Xpander lebih memiliki kesan Gahar dari eksterior .,xpander langkung nggadhahi kesan gahar saking eksterior .,neutral,neutral,neutral,positive,neutral,neutral
"cocok banget brio ini buat ke kampus, desain body yang kecil gak bikin lebay buat dipakai mahasiswa",cocok sanget brio puniki damel dhateng kampus,neutral,neutral,positive,positive,neutral,neutral
baru sebulan udah sampe inden fortuner mantap sekali,enggal sawulan empun dumugi inden fortuner mantep sanget,neutral,neutral,neutral,neutral,neutral,positive
